source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,abilities
EarthGods,Shiannona Noon,shiannona-noon,,Mythology,published,"Rank: Earth Goddess of Grain & the Unicorn

Shiannona Noon was a minor Earth Goddess of the Grain and Unicorn. Represented as avatar to Shiannona, Shiannona Noon had a magical horse name Will adopted from Elitsyian Mythology which showed their brief connection. While on Will, Shiannona Noon gave good fortune to those who left her pastures of corn and wheat both which were sacred to her. Goddess of Grain, Harvest, Wheat, and the Unicorn, Shiannona Noon was a beautiful, middle age, and old woman throughout the day and was reborn to youth in the morning to show the respected turning of nature. Shiannona Noon wore robes of gold and silver leaves hanging from her belt made up of wheat.",Main Universe,Mythology; Gods and Goddesses,,,Earth Gods,
EarthGods,Ooh,ooh,,Mythology,published,"Rank: God of the island Mo

Ooh meant “hurt” to the Elitsyians and from this name they created the idea of the great force that sunk their once capital city, Mo. Ooh was God of this island and when the city refuse to worship him one day, he sunk it in retaliation. After this he would go unworshiped and slowly disappear from further stories.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods; Earth Gods; Water Gods,
EarthGods,Castle Gods,castle-gods,,Mythology,published,"Rank: Earth Gods of Kite Island

Castle Gods were rock and Earth Gods that made castles for royalty. Their works were imported into several surrounding islands including Lostasia. They help make the home to the Elitsyian Royal Circa Gods. Often seen as bulky and loud men with rude attitudes always laughing and playing, the Castle Gods are rarely told apart as they felt like brothers and remain as such in their followings.",Main Universe,Mythology; Gods and Goddesses,,,Kite Island Gods,
EarthGods,Gardena,gardena,,Mythology,published,"Rank: Goddess of Flowery Pastures and patron of gardens

A beautiful maiden of Santiyline who planted beautiful gardens across Lium for her. She never interacted with humans however her gardens have been much subject by them. Believing that they were so beautiful as told by a passenger saying he had saw them. The residents of Elitsyia created replica gardens and dedicated statues to the deity.",Main Universe,Mythology; Gods and Goddesses,,,Earth Gods,
EternityLifeTimeGods,Sontarti,sontarti,,Mythology,published,"Rank: Balancer of Life

Sontarti balanced life with his glowing orbs. Instead of arms and hands, Sontari had magical crystal globes floating where his arms should be. To balance life, his globes would stay at equal length, but at the end of time at the battle of Mostibik they fell and time stopped.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
EternityLifeTimeGods,Malkit,malkit,,Mythology,published,"Rank: Guardian of the Gates of Life

Malkit is the lion like god that guards the gates of Life. His name is invoke on whenever someone nears death. His magic and a sacrifice can promise the spirit a safe journey through the dangerous underworld.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
EternityLifeTimeGods,Titani,titani,,Mythology,published,"Rank: Guardian of Heaven

Titani is the frog headed god that guarded the heavens. He was rarely seen on earth and when he was he moved so fast jumping from mile to mile that many couldn't remember how he looked. Seen as a deity that only was seen in his own domain he wasn't worshiped much and the mystery of why he was included at all in Elitsyian Myths is unknown, so his actual role in the myths is still unsolved.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
EternityLifeTimeGods,Selbi,selbi,,Mythology,published,"Rank: Spiritual Guide of Creation

Caped in wires of plants and metal, this goddess used her magical lantern in creation to guide spirits into the land of the living so they can be born. She also assists in childbirth and protects mothers and wives. Her name is called on by women to become pregnant when in other ways they cannot.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
EternityLifeTimeGods,The Names,the-names,,Mythology,published,"Rank: Watchers over Eternity

The Names are deities that keep watch over Eternity. From their realm hidden away from all else they were created by Elshack to tend to the future. Before and after the Final Battle they existed and to the response of the High Council, they reset time and created a new world, with more exciting things for mankind. They took powder from fallen stars and sealed away all living things in it and then they restore all else and placed mankind in the new world. Here mankind learn to live with the help of gods and had no memory of their lives before.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
EternityLifeTimeGods,Santare’,santare,,Mythology,published,"Rank: Caretaker of Heaven

Santare' took precious care of the gardens of Helliholm “heaven”. Around it laid several beautiful gardens that were not to be harmed or ever tarnished by evil. She grew giant trees and from their limbs were giant fruit. This process took 10,000 years and in that time, Santare' tended to the gardens like they were her children and so the Elitsyians called her Mother Nature before they created Santiyline. Once the fruit were ripe, Santare' held massive parties for the gods and goddesses of Elitsyian Mythology and they ate the fruits which allowed them eternal youth and great strength for another 10,000 years.",Main Universe,Mythology; Gods and Goddesses,,,,
EternityLifeTimeGods,Barwick,barwick,,Mythology,published,"Rank: Creator of the Book of Life

Barwick made a book from wood and called it the all knowing book of the people. It read all things and from its contents he learned how to create the milky way in which the gods also bathe in to remain immortal. He created the Book of Life of which the Lazarons uses to fight against dark forces.",Main Universe,Mythology; Gods and Goddesses,,,,
EternityLifeTimeGods,Shiannona,shiannona,,Mythology,published,"Rank: Queen of Eternity

Shiannona was Queen of Eternity, her presence with the Islandia Elitsyians were even greater than Crienta. She existed above all else and had no use for immortality and thus lived with humans. But one day a wrath of demons fled the Earth looking for immortality and her power was needed so she swept to the skies and become the deity that she is today. With the Jonireres she is worshiped as their version of the Creation Mother a deity in mythology that created all things. From her necklaces carried many things, four jewels that represented the moon, sun, Earth, and the Underworld and wrapped around it was a iron disk that was the universe. Her hair was golden and came the roots of the Earth. Her skin was the milky way. Her home was on top of a giant phoenix that flames bought heat to the gods while the sun brought heat to the humans. Her wings blew wind down to earth. The Jonireres thought that Shiannona laid 4 eggs. When they hatched the heavens were made from the yolk, from the white milk around the yolk was the milky way, and the whites became the stars. The liquid from the yolk was the rivers of the world. From her tears came the first man and woman. Like an animal, Shiannona could shed her skin like fur and came the grounds of the Earth. To show her cultured around the world, her chariot was led by Sphinx from Egypt. In her giant palace stood hundreds of halls, in each lied different worlds that offered valuable things. At one of the main hall, lied the sun and the other end the moon. In its center lied the Earth floating above rocks representing the underworld. She brought the sun across the hall over the Earth and set it next to the moon. Then she took the moon across to the other side and back across to the other side at dawn. At the end of time, the Jonireres knew Shiannona would grow angry at them and throw the world into the rocks killing all things. So to make Shiannona happy they merged her with Crienta in stories to widen her worship. In the New World Order which was set after the prophesied Mostibik, Shiannona would rule all things.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
